id,session_id,message,response,chats,human_agent,intent,reason,created_at
458,cza6hup4alzzakth8fi6a57gci71xc0s,Can you tell me if i am eligible for housing benefit?,"Yes, you may be eligible for Housing Benefit if you meet the following criteria:
- You pay rent to a private landlord, housing association, or a council property.
- You are not a mixed-aged couple (one under pension age and one over pension age).
- You are either living in supported or temporary exempt accommodation.
- You are receiving your state pension (if a couple, both must be receiving state pension).
- You have capital under £16,000.

For more information, you can visit the Southend City Council website: 🖳(https://www.southend.gov.uk/housing-benefit)",1,False,1,,2024-01-20 14:50:24.437187+00:00
459,gqwa87yzl0dat6mgbeto33xotsy5jcci,Hello,Hi! How can I assist you today?,1,False,1,,2024-01-20 14:50:24.437187+00:00
460,gqwa87yzl0dat6mgbeto33xotsy5jcci,"Is it a criminal offence to abandon a vehicle? #BREAK#
 what if the vehicle is parked outside my house?","Yes, it is a criminal offence to abandon a vehicle. Under the Refuse Disposal (Amenity) Act 1978, the owner can be prosecuted. The owner may face a fine of up to £2,500 and/or three months in prison. The local authority can also issue a fixed penalty notice to the owner. #BREAK#
 If the vehicle is parked outside your house and it has road tax, a valid MOT certificate, insurance, and it is not causing any obstruction, it can legally park there. There is no automatic right to a space outside your property.",1,False,2,,2024-01-20 14:50:24.437187+00:00
461,gg04pmyhwhed6648y3y5edl7ia3p0wxq,I want to report a pothole,The size criteria for a carriageway pothole is 40mm deep by 300mm long. You can report a pothole to Southend City Council using this link: 🖳(https://tinyurl.com/ynrpdgeb).,1,False,1,,2024-01-20 14:50:24.437187+00:00
462,gg04pmyhwhed6648y3y5edl7ia3p0wxq,this pothole is on a foot path not a carriageway.,The size criteria for a footway pothole is 20mm deep by 600mm long. You can report a footpath pothole to Southend City Council using the same link: 🖳(https://tinyurl.com/ynrpdgeb).,1,False,1,,2024-01-20 14:50:24.437187+00:00
463,9ik6gk7b71y8xzjvz42xs03p2wqvkz2k,I want to report a tripping hazard on my street.,You can report a tripping hazard on your street to Southend City Council by submitting an online report through MySouthend. Please visit this link to submit your report: 🖳(https://tinyurl.com/yld7ygdq),1,False,1,,2024-01-20 14:50:24.437187+00:00
464,xnz4chij2tigdao61re5zz7mvcomg7xz,Where can i find recycling centres,You can find recycling centers in Southend at the Household Waste Recycling Centres (HWRCs). Here is the link to locate the nearest HWRC: 🖳(https://tinyurl.com/2x6sy44l),1,False,1,,2024-01-20 14:50:24.437187+00:00
465,jq6lbc30pg5y0y51nj0jad03ojm8625y,Where are the tips in southend,"The document does not provide information about the location of tips in Southend. However, you can find information about waste and recycling services on the Southend City Council website at https://www.southend.gov.uk/wasteandrecycling.",1,False,1,,2024-01-20 14:50:24.437187+00:00
466,v5gbr8cuc6powlhjw9d671slguyff7yi,Where is the nearest tip to me?,"I'm sorry, but I don't have access to your location information. However, you can use online maps or search engines to find the nearest tip (waste disposal site) to your location. Just enter ""nearest tip"" followed by your location in the search bar.",1,False,1,,2024-01-20 14:50:24.437187+00:00
467,bhxcp0ps8za5jwbgj5nre9ajv4ybhvq0,What can be recycled?,"Items that can be recycled include animal bedding, towels, handbags, hats, cloths, belts, paired shoes, hairdryers, straighteners, epilators, electric shavers, electric toothbrushes, telephones, mobile phones, chargers, plugs, wires and cables, video recorders, DVD players, cameras, digital alarm clocks, radios, watches, toasters, kettles, irons, blenders, electric whisks, and mixers. For more information, you can visit the Southend City Council website: 🖳(https://www.southend.gov.uk/info/200438/recycling_and_waste/114/recycling)",1,False,1,,2024-01-20 14:50:24.437187+00:00
468,ui5afwecmdic9jh4tq2wxee4kbu7wcgr,What textiles can be recycled?,"Textiles that can be recycled include clothes, towels, handbags, hats, cloths, belts, and paired shoes. You can place these items in the clear textile recycling sacks provided by Southend City Council. For more information, you can visit the Southend City Council website at 🖳(https://www.southend.gov.uk/recycling).",1,False,1,,2024-01-20 14:50:24.437187+00:00
469,upktcivywriqatgm2zredqc8hxj56xyl,Where does my rubbish go once it's been collected?,"Once your rubbish has been collected, it is taken to the Waste Transfer Station at Eastern Avenue in Southend. At the station, different types of waste are separated and processed accordingly. For more information, you can visit the 🖳(https://www.southend.gov.uk/waste-recycling).",1,False,1,,2024-01-20 14:50:24.437187+00:00
470,1kvyntejqrx8lhmem6q72lxmejlfizd9,How do i pay my council tax?,"You can pay your council tax online using a credit or debit card at https://tinyurl.com/yrm6ygk5. Alternatively, you can pay over the phone by calling the 24-hour automated payment line on 08702 406650.",1,False,1,,2024-01-20 14:50:24.437187+00:00
471,j9htnwrnw1k1uoi7bt1stew95gs0bfgl,Where does my rubbish go once it's been collected?,"Once your rubbish is collected, it is taken to the Waste Transfer Station at Eastern Avenue. At the station, each type of waste is separated and taken to different areas for further processing.",1,False,1,,2024-01-20 14:50:24.437187+00:00
472,dbsourwm59821kar2bts03ttke6opipi,What garden waste can be collected?,"Garden waste that can be collected for composting includes branches (up to 12 inches long and 1 inch diameter), cut flowers, and weeds.",1,False,1,,2024-01-20 14:50:24.437187+00:00
473,hudtovtwgkgb6sk15she8l1forti8fmh,Hi,Hello! How can I assist you today?,1,False,1,,2024-01-20 14:50:24.437187+00:00
474,hudtovtwgkgb6sk15she8l1forti8fmh,How do i pay my council tax?,"You can pay your council tax online using a credit or debit card at https://tinyurl.com/yrm6ygk5. Alternatively, you can pay over the phone by calling the 24-hour automated payment line on 08702 406650.",1,False,1,,2024-01-20 14:50:24.437187+00:00
475,tlkfn6whaldsfn3evtwk0nvm2yy2ehln,I am single man aged 22 living on my own. Can i get a discount on my council tax ?,"Yes, as a single person living on your own, you may be eligible for a Single Person Discount on your council tax. This discount is usually 25% off the total amount. You can apply for the discount through the Southend City Council website.",1,False,1,,2024-01-20 14:50:24.437187+00:00
476,kyuewhnm50m9lj5karc4ohsenpq865za,I am a single man aged 22 living on my own. Can i get a discount on my council tax?,"Yes, as a single person living on your own, you may be eligible for a Single Person Discount on your council tax. You can apply for the discount through the Southend City Council website at 🖳(https://my.southend.gov.uk/). Select 'Council Tax' from the left-hand menu and choose 'Single Person Discount & Student Reduction'.",1,False,1,,2024-01-20 14:50:24.437187+00:00
477,qmt0t2limycdnxudtz27zzm6x2ryslb2,My request to reduce my council tax was rejected and I want to appeal,"You can appeal against the decision to reject your request to reduce your council tax. You must write and ask for an appeal within 1 month from the date of the letter confirming the original decision. For more information, you can visit the Southend City Council website at 🖳(https://tinyurl.com/yqwa3jw7).",1,False,1,,2024-01-20 14:50:24.437187+00:00
478,qmt0t2limycdnxudtz27zzm6x2ryslb2,The link you provided is wrong,I apologize for the incorrect link. You can visit the Southend City Council website at 🖳(https://www.southend.gov.uk/) and search for information on how to appeal against a decision to reject your request to reduce council tax.,1,False,1,,2024-01-20 14:50:24.437187+00:00
479,bsjv3kcl17vbfjzipccjgk2hfl0xm0pb,My request to reduce my council tax was rejected and I want to appeal,"You can appeal against the decision to reject your request to reduce your council tax. You must write and ask for an appeal within 1 month from the date of the letter confirming the original decision. For more information on how to appeal, please visit the Southend City Council website: 🖳(https://tinyurl.com/yqwa3jw7)",1,False,1,,2024-01-20 14:50:24.437187+00:00
480,bsjv3kcl17vbfjzipccjgk2hfl0xm0pb,"the link provided is for moving house, i want the link for council tax appeals","I apologize for the incorrect link. To appeal against the decision to reject your request to reduce your council tax, please visit the Southend City Council website and navigate to the ""Council Tax Reduction appeals"" section. You can find more information and the correct link there.",1,False,1,,2024-01-20 14:50:24.437187+00:00
481,ev8y90mw9hmcw4sutp7zs6ouzzee0yqe,tell me about council tax reduction appeals process,"To appeal against a Council Tax Reduction decision, you must write and ask for an appeal within 1 month from the date of the letter confirming the original decision. If the decision is not changed after reconsideration, you can ask the Tribunals Service to look at your case at an appeals tribunal. For more information, please visit the Southend City Council website: 🖳(https://tinyurl.com/yqwa3jw7).",1,False,1,,2024-01-20 14:50:24.437187+00:00
482,oi9rr5i63b5ekfiyxqgj6djvq2cg0d9l,"My application for a council tax reduction was rejected, can i appeal or ask for a reconsideration?","Yes, you can appeal or ask for a reconsideration if your application for a council tax reduction was rejected. You have the option to ask for a reconsideration of the decision or appeal to an independent tribunal. If you are in receipt of Universal Credit, you will need to appeal to the Department for Work and Pensions. For more information, you can visit the Department for Works and Pensions website at 🖳(https://www.gov.uk/browse/benefits).",1,False,1,,2024-01-20 14:50:24.437187+00:00
483,9sokgb7o093ae2izbp3iyfc0a3chj2nt,"My application to reduce my council tax was rejected, what are my options moving forward?",You can appeal against the decision to reject your application to reduce your council tax. The document provides information on how to appeal against your council tax band. You can find more details and instructions on the Southend City Council website: 🖳(https://tinyurl.com/yqwa3jw7),1,False,1,,2024-01-20 14:50:24.437187+00:00
484,4mthro6hksj61m4kko9a8c5u8exio49l,"My application to reduce my council tax was rejected, can i apply for a reconsideration?","Yes, you can apply for a reconsideration of your council tax reduction decision. You should ask for the reconsideration within 1 month of the date of the decision letter. You can write to the council, email benefits@southend.gov.uk, or use the online reconsideration form on the MySouthend website. Here is the link to the form: 🖳(https://tinyurl.com/2xax9bmc).",1,False,1,,2024-01-20 14:50:24.437187+00:00
485,u30d3ss4z8bnpjbz5hf4u1ke56kipo2r,"My application to reduce my council tax was rejected, can i appeal?","Yes, you can appeal the decision if your application to reduce your council tax was rejected. You can apply for a reconsideration before filing an appeal. There is no time limit for applying for a reconsideration, but it is suggested to do so within 1 month of receiving the decision letter. If you are still unhappy with the reconsideration decision, you can write to the Valuation Tribunal directly to ask for an appeal.",1,False,1,,2024-01-20 14:50:24.437187+00:00
486,u30d3ss4z8bnpjbz5hf4u1ke56kipo2r,How do i apply for a reconsideration?,"To apply for a reconsideration of your council tax reduction decision, you can write to the Southend City Council, email benefits@southend.gov.uk, or use the online reconsideration form on the MySouthend website. The form can be accessed under the 'Benefits' section from the main menu, titled 'Reconsideration Request'. Here is the link to the MySouthend website: 🖳(https://tinyurl.com/2xax9bmc).",1,False,1,,2024-01-20 14:50:24.437187+00:00
487,mnoa53lilrd9bodgzlh2bv27pm0o2wni,"My application to reduce my council tax was rejected, can i apply for a reconsideration?","Yes, if your application to reduce your council tax bill was rejected, you can apply for a reconsideration. There is no time limit for applying for a reconsideration, but it is suggested that you ask for the reconsideration within 1 month of the date of the decision letter.",1,False,1,,2024-01-20 14:50:24.437187+00:00
488,djw9xybd5gncu1qh7kz14cmxlbc0e5ai,"My application to reduce my council tax was rejected, can i apply for a reconsideration?","Yes, if your application to reduce your council tax bill was rejected, you can apply for a reconsideration. There is no time limit for applying for a reconsideration, but it is suggested that you ask for the reconsideration within 1 month of the date of the decision letter. You can find more information and access the reconsideration form on the MySouthend website: 🖳(https://tinyurl.com/2xax9bmc).",1,False,1,,2024-01-20 14:50:24.437187+00:00
489,pym588ogzibstu3l2l8vaxe65hlyqx3z,"My application to reduce my council tax was rejected, can i appeal?","Yes, you can appeal the decision if your application to reduce your council tax was rejected. You can apply for a reconsideration before applying for an appeal. There is no time limit for applying for a reconsideration, but it is suggested to ask for the reconsideration within 1 month of the date of the decision letter. If you are still not happy with the decision after the reconsideration, you can write to the Valuation Tribunal directly to ask for an appeal. For more information, visit 🖳(https://tinyurl.com/yvh4x535).",1,False,1,,2024-01-20 14:50:24.437187+00:00
490,hg4qijcryzr38qda6tkogsb8js35syyv,"My application to reduce my council tax was rejected, can i appeal?","Yes, you can appeal the decision to reject your application to reduce your council tax. You must apply for a reconsideration before filing an appeal. There is no time limit for the reconsideration, but if you want to appeal, you must do so within 1 month from the date of the letter confirming the original decision. For more information, you can visit 🖳(https://tinyurl.com/yvh4x535).",1,False,1,,2024-01-20 14:50:24.437187+00:00
491,e49yryggk4drv8fdczwtem6ccg1u63w9,"My application to reduce my council tax was rejected, can i appeal?","Yes, you can appeal the decision to reject your application to reduce your council tax. You must apply for a reconsideration within a certain time limit. For more information on how to appeal, you can visit the Southend City Council website at 🖳(https://www.southend.gov.uk/council-tax-appeals).",1,False,1,,2024-01-20 14:50:24.437187+00:00
492,n6isrgoj0nofmj3oq9ybfq4ge0gr9k7y,"My application to reduce my council tax was rejected, can i apply for reconsideration?","Yes, you can apply for a reconsideration of your council tax reduction decision. There is no time limit for applying for a reconsideration. You can write to Southend City Council, email benefits@southend.gov.uk, or use the online reconsideration form on the MySouthend website. Here is the link to the online reconsideration form: 🖳(https://tinyurl.com/2xax9bmc)",1,False,1,,2024-01-20 14:50:24.437187+00:00
493,8x8l5gxgfhwt5sca5z29nlle779f9eh1,"My application to reduce my council tax was rejected, can i apply for reconsideration?","Yes, you can apply for reconsideration of your council tax reduction decision. You must write and ask for a reconsideration within 1 month from the date of the letter confirming the original decision. For more information, you can visit the Southend City Council website 🖳(https://www.southend.gov.uk/council-tax-reduction-appeals).",1,False,1,,2024-01-20 14:50:24.437187+00:00
494,v7r33l9mg7dfxdryaltowfo1thjk0g9g,"My application to reduce my council tax was rejected, can i appeal?","Yes, you can appeal the decision to reject your application to reduce your council tax. There is no time limit to appeal, but it is suggested that you apply within 1 month of the date of the decision letter. You can find more information on how to appeal by visiting the Valuation Office Agency website at 🖳(http://www.voa.gov.uk/).",1,False,1,,2024-01-20 14:50:24.437187+00:00
495,3779fa6gzk5bglvax0drkdkvmzjsm5ra,"My application to reduce my council tax was rejected, can i appeal? #BREAK#
 the link you provided is wrong","Yes, you can appeal if your application to reduce your council tax bill is rejected. There is no time limit to appeal, but it is suggested that you apply within 1 month of the date of the decision letter. You can find more information on how to appeal by visiting the following link: 🖳(https://tinyurl.com/yvh4x535) #BREAK#
 I apologize for the incorrect link. To find more information on how to appeal your rejected council tax reduction application, please visit the Southend City Council website and navigate to the ""Council Tax Reduction Appeals"" section.",1,False,2,,2024-01-20 14:50:24.437187+00:00
496,65ejg4a211meietjo99zs1atpw2qgygv,"My application to reduce my council tax was rejected, how do i appeal?","You can appeal the decision if your application to reduce your council tax was rejected. You must write and ask for an appeal within 1 month from the date of the letter confirming the original decision. For more information, you can visit the Southend City Council website at 🖳(http://www.southend.gov.uk/appeals).",1,False,1,,2024-01-20 14:50:24.437187+00:00
497,1aw7k6ozbrd885r7yite8zydief6xf7w,"My application to reduce my council tax was rejected, how do i appeal?","You can appeal the decision to reject your application to reduce your council tax. You must write and ask for an appeal within 1 month from the date of the letter confirming the original decision. For more information, you can visit the Southend City Council website at 🖳(https://www.southend.gov.uk/council-tax-appeals).",1,False,1,,2024-01-20 14:50:24.437187+00:00
498,v8fr7y9i90fjw0539awki79lddpg1jgj,"My application to reduce my council tax was rejected, how do i appeal?","To appeal the rejection of your council tax reduction application, you must write and ask for an appeal within 1 month from the date of the letter confirming the original decision. There is no time limit to appeal, but it is suggested that you apply within 1 month of the decision letter. For more information, you can visit 🖳(https://tinyurl.com/yvh4x535).",1,False,1,,2024-01-20 14:50:24.437187+00:00
499,cj61umyy4soegsx3n1xi63ng5bzy3vqo,My application for a council tax discount was rejected can i appeal this decision?,"Yes, you can appeal the decision if your application for a council tax discount was rejected. There is no time limit to appeal, but it is suggested that you apply within 1 month of the date of the decision letter. You can find more information on how to appeal on the Southend City Council website.",1,False,1,,2024-01-20 14:50:24.437187+00:00
500,zqi1i5tq6jl192xji739xoiu3azeuwo6,"My application for a council tax discount was rejected can i appeal this decision? #BREAK#
 How do i apply?","Yes, you can appeal the decision if your application for a council tax discount was rejected. There is no time limit to appeal, but it is suggested that you apply within 1 month of the date of the decision letter. You can find more information on how to appeal on the Southend City Council website. #BREAK#
 You can apply for an appeal by writing to the Southend City Council, emailing benefits@southend.gov.uk, or using the online form on the MySouthend website. The form can be accessed under the 'Benefits' section from the main menu, titled 'Reconsideration Request'. Here is the link to the form: 🖳(https://tinyurl.com/2xax9bmc).",1,False,2,,2024-01-20 14:50:24.437187+00:00
501,6vycwizgt9cyrza2ff20tle683dm8wmu,My application for a council tax discount was rejected how do i appeal this decision?,"You can appeal the decision if your application for a council tax discount was rejected. You must write and ask for an appeal within 1 month from the date of the letter confirming the original decision. For more information, you can visit the Southend City Council website at 🖳(https://www.southend.gov.uk/council-tax).",1,False,1,,2024-01-20 14:50:24.437187+00:00
502,31g851v62cura7djvddwtwgc3wudl2xt,My application for a council tax discount was rejected how do i appeal this decision?,"To appeal the decision on your council tax discount application, you can request a reconsideration of the decision. You can do this by writing to the Southend on Sea City Council within 1 month from the date of the letter confirming the original decision. Here is the 🖳(https://www.southend.gov.uk/council-tax) to the Southend on Sea City Council website where you can find more information and contact details for the appeals process.",1,False,1,,2024-01-20 14:50:24.437187+00:00
503,5v3m9ontwqksl2k0e84sk14ydv2q56wk,My application for a council tax discount was rejected how do i appeal this decision?,"To appeal the decision on your council tax discount application, you can request a reconsideration of the decision. You can find more information and submit your appeal on the Southend on Sea City Council website. Here is the link: 🖳(https://www.southend.gov.uk/council-tax-reduction-appeals)",1,False,1,,2024-01-20 14:50:24.437187+00:00
504,o197lnz8h8zyah8fwtz02z0htc98ygwr,My application for a council tax discount was rejected how do i appeal this decision?,You can appeal the decision if your application for a council tax discount was rejected. You must write and ask for an appeal within 1 month from the date of the letter confirming the original decision.,1,False,1,,2024-01-20 14:50:24.437187+00:00
505,1wxuo6a6k9gdxghx6lkulrk0rfxfkqxg,"My application for a council tax discount was rejected how do i appeal this decision? #BREAK#
 I want to pay my council tax","You can appeal the decision if your application for a council tax discount was rejected. You must write and ask for an appeal within 1 month from the date of the letter confirming the original decision. #BREAK#
 You can pay your council tax by visiting the Southend City Council website and selecting the ""Pay Council Tax"" option. You can also set up a direct debit or make a payment over the phone by calling the council's customer service line.",1,False,2,,2024-01-20 14:50:24.437187+00:00
506,j1x8woheuux457pl62j3q9ub8rtj2zxw,I want to pay my council tax,"You can pay your council tax online using a credit or debit card. Visit https://tinyurl.com/yrm6ygk5 to make a payment. Alternatively, you can pay over the phone by calling the 24-hour automated payment line on 08702 406650.",1,False,1,,2024-01-20 14:50:24.437187+00:00
507,8zdza7pj9wg4scxz7nb3cir53rixj5u8,"My application for council tax reduction was not approved, can i apply for a reconsideration? #BREAK#
 Can i apply online #BREAK#
 Can you give me the link ?","Yes, you can apply for a reconsideration of your council tax reduction decision. You must write to the council within 1 month of receiving the letter confirming the original decision. #BREAK#
 Yes, you can apply for a reconsideration of your council tax reduction decision online. You can access the online form through the MySouthend website under the 'Benefits' section in the main menu. #BREAK#
 Yes, you can access the online form for council tax reduction reconsideration through the MySouthend website. The form is located under the 'Benefits' section in the main menu. You can visit the website using this link: 🖳(https://tinyurl.com/2xax9bmc)",1,False,3,,2024-01-20 14:50:24.437187+00:00
508,cqdkqyyqfjlahv2epistjxr9ygp3z9mb,"My application for council tax reduction was not approved, can i apply for a reconsideration?","Yes, you can apply for a reconsideration of your council tax reduction decision. You must write to the council within 1 month of receiving the decision letter. Alternatively, you can email benefits@southend.gov.uk or use the online form on the MySouthend website under the 'Benefits' section titled 'Reconsideration Request'.",1,False,1,,2024-01-20 14:50:24.437187+00:00
509,0gl257ghmmbcxcfvvleqraq6uqdyagbc,"My application for council tax reduction was not approved, can i appeal this decision?","Yes, you can appeal the decision if your application for council tax reduction was not approved. You must write and ask for an appeal within 1 month from the date of the letter confirming the original decision. For more information and to access the appeal form, please visit 🖳(https://www.southend.gov.uk/council-tax-reduction-appeals).",1,False,1,,2024-01-20 14:50:24.437187+00:00
510,2goyr8j0rm1ukbz7kpuqyo7h2l86pkuu,"My application for council tax reduction was not approved, can i appeal this decision?","Yes, you can appeal the decision if your application for council tax reduction was not approved. You can apply for an appeal or reconsideration via the online form on the MySouthend website. The form is under the 'Benefits' section from the main menu, titled 'Reconsideration Request'. There is no time limit to appeal, but it is suggested to apply within a reasonable time.",1,False,1,,2024-01-20 14:50:24.437187+00:00
511,xoh187tsexe1wgqhck6ucjv9zegchxif,"My application for council tax reduction was not approved, can i appeal this decision?","Yes, you can appeal the decision if your application for council tax reduction was not approved. You can apply for an appeal or reconsideration via the online form on the MySouthend website. The form is under the 'Benefits' section from the main menu, titled 'Reconsideration Request'. Here is the link to the form: 🖳(https://tinyurl.com/2xax9bmc).",1,False,1,,2024-01-20 14:50:24.437187+00:00
512,g1na7spb38rcl033k8t2n0q9av5iepgh,"My application for housing benefits was rejected, i want to appeal this decision.",You can appeal the decision regarding your housing benefits application. You need to submit a reconsideration request within 1 month of the date of the decision. You can find the online form to submit your appeal on the MySouthend website under the 'Benefits' section. Here is the link to the form: 🖳(https://tinyurl.com/2xax9bmc),1,False,1,,2024-01-20 14:50:24.437187+00:00
513,b9s3wb4bu0zkzn1s5i1ai3omex003ne3,I want to arrange the collection and disposal of an old sofa.,You can arrange the collection and disposal of your old sofa by contacting Southend on Sea City Council. They provide a bulky waste collection service for items such as sofas. You can find more information and book a collection online at 🖳(https://www.southend.gov.uk/bulkywaste).,1,False,1,,2024-01-20 14:50:24.437187+00:00
514,xub9rcbiqj8gldfjh8g40nadaujlp8ls,I want to arrange the collection of a sofa.,"Sure, I can help you with that. To arrange the collection of your sofa, please fill out the online form 🖳(https://www.southend.gov.uk/rubbish-and-recycling/book-a-bulky-waste-collection).",1,False,1,,2024-01-20 14:50:24.437187+00:00
515,us7gid8m1kfwksbbo5dbjli13pb9qoww,I want to arrange the collection of a sofa.,"Sure, you can arrange the collection of a sofa by filling out the online form on the Southend on Sea City Council website. Here is the link to the form: 🖳(https://www.southend.gov.uk/sofa-collection-form)",1,False,1,,2024-01-20 14:50:24.437187+00:00
516,q6aald8ye3b4hlo50v7hoyicnfwvryyl,I want to arrange the collection of a sofa.,"To arrange the collection of a sofa, please fill out the online form on the Southend on Sea City Council website. You can find the form 🖳(https://www.southend.gov.uk/rubbish-and-recycling/book-bulky-waste-collection).",1,False,1,,2024-01-20 14:50:24.437187+00:00
517,u321iohywa41g399hsvn1lu4ee355b6z,I want to arrange the collection and disposal of an old sofa.,You can arrange the collection and disposal of your old sofa by contacting Southend on Sea City Council. They provide a bulky waste collection service for items such as sofas. You can find more information and book a collection online at 🖳(https://www.southend.gov.uk/bulkywaste).,1,False,1,,2024-01-20 14:50:24.437187+00:00
518,4xydqei283q1m6hfgau2z0bvmp0euuqf,I want to arrange the collection and disposal of a sofa.,"Sure, you can arrange the collection and disposal of a sofa by filling out the online form on the Southend City Council website. Here is the link to the form: 🖳(https://www.southend.gov.uk/sofa-collection-form)",1,False,1,,2024-01-20 14:50:24.437187+00:00
519,2y8w0q5e9gc1uuchlv1rn1lnuw4pr2i7,I want to arrange the collection and disposal of an old fridge.,"To arrange the collection and disposal of an old fridge, you can visit the Southend on Sea City Council website and fill out the online form. Here is the link to the form: 🖳(https://www.southend.gov.uk/fridge-collection-disposal-form)",1,False,1,,2024-01-20 14:50:24.437187+00:00
520,u48jmp760g1xhnk3siyk1rgi1eenjdyz,I want to arrange the collection and disposal of a fridge.,"Sure, I can help you with that. Please fill out the online form 🖳(https://www.southend.gov.uk/rubbish-and-recycling/collection-and-disposal-of-large-items) to arrange the collection and disposal of your fridge.",1,False,1,,2024-01-20 14:50:24.437187+00:00
521,karhq63ck2dcsrzll0bg9v7z7oy576ii,I want to arrange the collection and disposal of a fridge.,"To arrange the collection and disposal of a fridge, please follow these steps:

1. Defrost the fridge before collection and remove any shelves.
2. Place the fridge outside on your normal collection day.
3. Do not put the fridge in your pink recycling sacks.
4. If you have any other questions or need assistance, please let me know.

For more information, you can visit the Southend City Council website: 🖳(https://www.southend.gov.uk/fridge-collection-disposal)",1,False,1,,2024-01-20 14:50:24.437187+00:00
522,ji6wii5916ifxc20obej2so4wwsdyaqx,"I want to arrange the collection of a bulky item #BREAK#
 it is an armchair","Sure, I can help you with that. Please provide me with the details of the bulky item you want to arrange for collection. #BREAK#
 You can arrange the collection of your armchair by contacting Southend City Council's bulky item collection service. Please call <phone> to schedule a pickup.",1,False,2,,2024-01-20 14:50:24.437187+00:00
523,odbmrmmjx1gt4ekx4rop30fxcg29b9k0,I want to arrange the collection and disposal of a fridge.,"To arrange the collection and disposal of a fridge, please follow these steps:

1. Defrost the fridge before collection and remove any shelves.
2. Place the fridge outside on your normal collection day.
3. Ensure the fridge is visible and accessible.
4. Do not put the fridge in your pink recycling sacks.
5. If you have any other questions, please let me know.

You can find more information about waste collection and disposal on the Southend City Council website 🖳(https://www.southend.gov.uk/waste-recycling).",1,False,1,,2024-01-20 14:50:24.437187+00:00
524,9h7hikjp1r73xqhh51hk9yzyidkc16cn,I want to arrange the collection and disposal of a fridge.,"To arrange the collection and disposal of a fridge, please contact Southend City Council's Waste and Recycling department at 🖳. They will provide you with the necessary instructions and schedule a collection for you.",1,False,1,,2024-01-20 14:50:24.437187+00:00
525,e7e8catgswly4udu78lwuk5y8ni9cueh,"How do i pay my council tax? #BREAK#
 can i pay by dd instead","You can pay your council tax online using a credit or debit card at https://tinyurl.com/yrm6ygk5. Alternatively, you can pay over the phone by calling the 24-hour automated payment line on 08702 406650. #BREAK#
 Yes, you can set up a direct debit to pay your council tax. You can either use the online application form at https://tinyurl.com/yvmbptgr or download the form from the related downloads and follow the instructions.",1,False,2,,2024-01-20 14:50:24.437187+00:00
526,6e5xxrtjo6vlz7xs63karqz0i8ro5qhn,"How do i pay my council tax? #BREAK#
 can i pay via dd instead","You can pay your council tax online using a credit or debit card by visiting this link: 🖳(https://tinyurl.com/yrm6ygk5). Alternatively, you can pay over the phone by calling the 24-hour automated payment line on 08702 406650. #BREAK#
 Yes, you can set up a direct debit to pay your council tax. You can either use the online application form 🖳(https://tinyurl.com/yvmbptgr) or download the form from the related downloads section and follow the instructions on the form.",1,False,2,,2024-01-20 14:50:24.437187+00:00
527,v8zyhlob5pg7xkjmd57axs001goypl82,"How do i pay my council tax? #BREAK#
 can i set up a dd instead","You can pay your council tax online using a credit or debit card by visiting this link: 🖳(https://tinyurl.com/yrm6ygk5). Alternatively, you can pay over the phone by calling the 24-hour automated payment line on 08702 406650. #BREAK#
 Yes, you can set up a direct debit to pay your council tax. You can either use the online application form 🖳(https://tinyurl.com/yvmbptgr) or download the form from the related downloads section and follow the instructions on the form.",1,False,2,,2024-01-20 14:50:24.437187+00:00
528,vyxgsgp3izz14hafwqsquv44atpc4q4t,"How do i pay my council tax? #BREAK#
 can i set up a dd instead #BREAK#
 the link you provided is wrong","You can pay your council tax online using a credit or debit card by visiting this link: 🖳(https://tinyurl.com/yrm6ygk5). Alternatively, you can pay over the phone by calling the 24-hour automated payment line at 08702 406650. #BREAK#
 Yes, you can set up a direct debit to pay your council tax. You can either use the online application form 🖳(https://tinyurl.com/yvmbptgr) or download the form from the related downloads section and follow the instructions on the form. The direct debit allows you to spread your payments from April until March, and you can choose a monthly payment date of the 1st, 10th, 20th, or 25th. #BREAK#
 I apologize for the incorrect link. You can set up a direct debit for your council tax by visiting this link: 🖳(https://tinyurl.com/yvnrqrxr). This link will take you to the online application form where you can provide the necessary information to set up your direct debit.",1,False,3,,2024-01-20 14:50:24.437187+00:00
529,ttvb74l5w11bz04wyap2uscfq1qjaczw,"How do i pay my council tax? #BREAK#
 can i set up a dd instead?","You can pay your council tax online using a credit or debit card. Please visit the following link to make a payment: 🖳(https://tinyurl.com/yrm6ygk5). If you prefer to pay over the phone, you can call the 24-hour automated payment line on 08702 406650. #BREAK#
 Yes, you can set up a direct debit to pay your council tax. You have two options to do this. You can either use our online application form 🖳(https://tinyurl.com/yvmbptgr) or download the form from the related downloads section and follow the instructions on the form.",1,False,2,,2024-01-20 14:50:24.437187+00:00
530,9gv5swdj0sccknkpaj2lznny9sdvw5gf,How do i pay my council tax?,"You can pay your council tax online using a credit or debit card. Please visit the following link to make a payment: 🖳(https://tinyurl.com/yrm6ygk5). If you prefer to pay over the phone, you can call the 24-hour automated payment line at 08702 406650.",1,False,1,,2024-01-20 14:50:24.437187+00:00
